 2015-10-30 00:02:55,859 [P1384/D2/T10] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'About Us' with Id '1065' has been published.
 2015-10-30 00:02:55,937 [P1384/D2/T10] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.ICacheRefresher
 2015-10-30 00:02:55,941 [P1384/D2/T10] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.ICacheRefresher, found 0 (took 2ms)
 2015-10-30 00:03:00,069 [P1384/D2/T13] INFO  umbraco.content - Save Xml to file...
 2015-10-30 00:03:00,081 [P1384/D2/T13] INFO  umbraco.content - Saved Xml to file.
 2015-10-30 00:04:57,022 [P1384/D2/T18] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'About Us' with Id '1065' has been published.
 2015-10-30 00:05:01,095 [P1384/D2/T15] INFO  umbraco.content - Save Xml to file...
 2015-10-30 00:05:01,105 [P1384/D2/T13] INFO  umbraco.content - Saved Xml to file.
 2015-10-30 00:09:51,909 [P1384/D2/T20] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'About Us' with Id '1065' has been published.
 2015-10-30 00:09:53,097 [P1384/D2/T10] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'About Us' with Id '1065' has been published.
 2015-10-30 00:09:57,181 [P1384/D2/T41] INFO  umbraco.content - Save Xml to file...
 2015-10-30 00:09:57,244 [P1384/D2/T10] INFO  umbraco.content - Saved Xml to file.
 2015-10-30 00:12:18,882 [P1384/D2/T20] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'About Us' with Id '1065' has been published.
 2015-10-30 00:12:22,940 [P1384/D2/T10] INFO  umbraco.content - Save Xml to file...
 2015-10-30 00:12:22,968 [P1384/D2/T20] INFO  umbraco.content - Saved Xml to file.
 2015-10-30 00:17:15,397 [P1384/D2/T10] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'About Us' with Id '1065' has been published.
 2015-10-30 00:17:19,458 [P1384/D2/T59] INFO  umbraco.content - Save Xml to file...
 2015-10-30 00:17:19,469 [P1384/D2/T59] INFO  umbraco.content - Saved Xml to file.
 2015-10-30 00:22:50,853 [P1384/D2/T20] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'About Us' with Id '1065' has been published.
 2015-10-30 00:22:54,924 [P1384/D2/T25] INFO  umbraco.content - Save Xml to file...
 2015-10-30 00:22:54,948 [P1384/D2/T48] INFO  umbraco.content - Saved Xml to file.
 2015-10-30 00:24:11,793 [P1384/D2/T31] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'About Us' with Id '1065' has been published.
 2015-10-30 00:24:15,854 [P1384/D2/T31] INFO  umbraco.content - Save Xml to file...
 2015-10-30 00:24:15,870 [P1384/D2/T20] INFO  umbraco.content - Saved Xml to file.
 2015-10-30 00:26:29,115 [P1384/D2/T17] INFO  Umbraco.Web.Editors.AuthenticationController - User houria.danesh@gmail.com from IP address ::1 has logged out
 2015-10-30 00:27:57,297 [P10288/D2/T1] INFO  Umbraco.Core.CoreBootManager - Umbraco 7.3.0 application starting on HOURIA
 2015-10-30 00:27:57,513 [P10288/D2/T1] INFO  Umbraco.Core.PluginManager - Determining hash of code files on disk
 2015-10-30 00:27:57,549 [P10288/D2/T1] INFO  Umbraco.Core.PluginManager - Hash determined (took 32ms)
 2015-10-30 00:27:57,841 [P10288/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.IApplicationStartupHandler
 2015-10-30 00:27:58,033 [P10288/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.IApplicationStartupHandler, found 0 (took 192ms)
 2015-10-30 00:27:58,214 [P10288/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter
 2015-10-30 00:27:58,214 [P10288/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter, found 0 (took 1ms)
 2015-10-30 00:27:58,218 [P10288/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.PropertyEditors.IPropertyValueConverter
 2015-10-30 00:27:58,218 [P10288/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.PropertyEditors.IPropertyValueConverter, found 0 (took 2ms)
 2015-10-30 00:27:58,254 [P10288/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.Mvc.SurfaceController
 2015-10-30 00:27:58,274 [P10288/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.Mvc.SurfaceController, found 0 (took 19ms)
 2015-10-30 00:27:58,274 [P10288/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.WebApi.UmbracoApiController
 2015-10-30 00:27:58,282 [P10288/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.WebApi.UmbracoApiController, found 0 (took 6ms)
 2015-10-30 00:27:58,511 [P10288/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.Media.IThumbnailProvider
 2015-10-30 00:27:58,513 [P10288/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.Media.IThumbnailProvider, found 0 (took 1ms)
 2015-10-30 00:27:58,513 [P10288/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.Media.IImageUrlProvider
 2015-10-30 00:27:58,514 [P10288/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.Media.IImageUrlProvider, found 0 (took 0ms)
 2015-10-30 00:27:59,937 [P10288/D2/T1] INFO  Umbraco.Core.DatabaseContext - CanConnect = True
 2015-10-30 00:28:00,502 [P10288/D2/T1] INFO  Umbraco.Core.DatabaseContext - CanConnect = True
 2015-10-30 00:28:00,611 [P10288/D2/T1] INFO  Umbraco.Core.DatabaseContext - CanConnect = True
 2015-10-30 00:28:00,727 [P10288/D2/T1] INFO  Umbraco.Web.Cache.CacheRefresherEventHandler - Initializing Umbraco internal event handlers for cache refreshing
 2015-10-30 00:28:00,871 [P10288/D2/T1] INFO  Umbraco.Web.Search.ExamineEvents - Initializing Examine and binding to business logic events
 2015-10-30 00:28:01,060 [P10288/D2/T1] INFO  Umbraco.Web.Search.ExamineEvents - Adding examine event handlers for index providers: 3
 2015-10-30 00:28:01,076 [P10288/D2/T1] INFO  Umbraco.Core.CoreBootManager - Umbraco application startup complete (took 4027ms)
 2015-10-30 00:28:03,961 [P10288/D2/T10] INFO  Umbraco.Core.Sync.ApplicationUrlHelper - ApplicationUrl: http://localhost:49581/umbraco (UmbracoModule request)
 2015-10-30 00:28:04,245 [P10288/D2/T11] INFO  umbraco.content - Load Xml from file...
 2015-10-30 00:28:04,261 [P10288/D2/T11] INFO  umbraco.content - Loaded Xml from file.
 2015-10-30 00:28:04,941 [P10288/D2/T11] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.Persistence.Mappers.BaseMapper
 2015-10-30 00:28:04,945 [P10288/D2/T11] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.Persistence.Mappers.BaseMapper, found 0 (took 1ms)
 2015-10-30 00:28:06,365 [P10288/D2/T11] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.PropertyEditors.IParameterEditor
 2015-10-30 00:28:06,369 [P10288/D2/T11] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.PropertyEditors.IParameterEditor, found 0 (took 5ms)
 2015-10-30 00:28:13,737 [P10288/D2/T14] WARN  Umbraco.Web.UmbracoModule - Status code is 404 yet TrySkipIisCustomErrors is false - IIS will take over.
 2015-10-30 00:28:18,576 [P10288/D2/T14] WARN  Umbraco.Web.UmbracoModule - Status code is 404 yet TrySkipIisCustomErrors is false - IIS will take over.
 2015-10-30 00:29:11,459 [P10288/D2/T4] INFO  umbraco.BusinessLogic.Log - Log scrubbed.  Removed all items older than 2015-10-29 00:29:11
 2015-10-30 00:29:22,979 [P10288/D2/T4] ERROR Umbraco.Core.Security.AuthenticationExtensions - The current identity cannot be converted to Umbraco.Core.Security.UmbracoBackOfficeIdentity
System.InvalidOperationException: Cannot create a Umbraco.Core.Security.UmbracoBackOfficeIdentity from System.Security.Claims.ClaimsIdentity since the required claim http://schemas.xmlsoap.org/ws/2005/05/identity/claims/nameidentifier is missing
   at Umbraco.Core.Security.UmbracoBackOfficeIdentity.FromClaimsIdentity(ClaimsIdentity identity)
   at Umbraco.Core.Security.AuthenticationExtensions.GetCurrentIdentity(HttpContextBase http, Boolean authenticateRequestIfNotFound)
 2015-10-30 00:29:23,149 [P10288/D2/T15] ERROR Umbraco.Core.Security.AuthenticationExtensions - The current identity cannot be converted to Umbraco.Core.Security.UmbracoBackOfficeIdentity
System.InvalidOperationException: Cannot create a Umbraco.Core.Security.UmbracoBackOfficeIdentity from System.Security.Claims.ClaimsIdentity since the required claim http://schemas.xmlsoap.org/ws/2005/05/identity/claims/nameidentifier is missing
   at Umbraco.Core.Security.UmbracoBackOfficeIdentity.FromClaimsIdentity(ClaimsIdentity identity)
   at Umbraco.Core.Security.AuthenticationExtensions.GetCurrentIdentity(HttpContextBase http, Boolean authenticateRequestIfNotFound)
 2015-10-30 00:29:25,727 [P10288/D2/T4] INFO  Umbraco.Core.Security.BackOfficeSignInManager - Event Id: 0, state: Login attempt succeeded for username houria.danesh@gmail.com from IP address ::1
 2015-10-30 00:29:26,005 [P10288/D2/T4] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.Trees.TreeController
 2015-10-30 00:29:26,005 [P10288/D2/T4] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.Trees.TreeController, found 0 (took 1ms)
 2015-10-30 00:29:26,150 [P10288/D2/T4] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.IApplication
 2015-10-30 00:29:26,150 [P10288/D2/T4] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.IApplication, found 0 (took 1ms)
 2015-10-30 00:29:26,182 [P10288/D2/T4] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.ITree
 2015-10-30 00:29:26,182 [P10288/D2/T4] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.ITree, found 0 (took 1ms)
 2015-10-30 00:29:26,198 [P10288/D2/T4] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.Trees.TreeController
 2015-10-30 00:29:26,198 [P10288/D2/T4] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.Trees.TreeController, found 0 (took 0ms)
 2015-10-30 00:29:26,202 [P10288/D2/T4] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.ITree
 2015-10-30 00:29:26,202 [P10288/D2/T4] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.ITree, found 0 (took 0ms)
 2015-10-30 00:31:45,417 [P10288/D2/T19] INFO  Umbraco.Web.Editors.AuthenticationController - User houria.danesh@gmail.com from IP address ::1 has logged out
 2015-10-30 00:35:19,538 [P10288/D2/T14] INFO  Umbraco.Core.Security.BackOfficeSignInManager - Event Id: 0, state: Login attempt succeeded for username houria.danesh@gmail.com from IP address ::1
 2015-10-30 00:35:56,113 [P10288/D2/T21] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.ICacheRefresher
 2015-10-30 00:35:56,156 [P10288/D2/T21] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.ICacheRefresher, found 0 (took 42ms)
 2015-10-30 00:36:08,601 [P10288/D2/T21] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'About Us' with Id '1065' has been published.
 2015-10-30 00:36:13,173 [P10288/D2/T13] INFO  umbraco.content - Save Xml to file...
 2015-10-30 00:36:13,226 [P10288/D2/T12] INFO  umbraco.content - Saved Xml to file.
 2015-10-30 00:38:35,733 [P10288/D2/T21] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'About Us' with Id '1065' has been published.
 2015-10-30 00:38:39,784 [P10288/D2/T36] INFO  umbraco.content - Save Xml to file...
 2015-10-30 00:38:39,812 [P10288/D2/T36] INFO  umbraco.content - Saved Xml to file.
 2015-10-30 00:41:31,060 [P10288/D2/T46] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.Trees.TreeController
 2015-10-30 00:41:31,061 [P10288/D2/T46] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.Trees.TreeController, found 0 (took 0ms)
 2015-10-30 00:44:21,037 [P10288/D2/T18] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'About Us' with Id '1065' has been published.
 2015-10-30 00:44:25,101 [P10288/D2/T29] INFO  umbraco.content - Save Xml to file...
 2015-10-30 00:44:25,101 [P10288/D2/T36] INFO  umbraco.content - Saved Xml to file.
 2015-10-30 00:44:49,747 [P10288/D2/T38] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.Trees.TreeController
 2015-10-30 00:44:49,747 [P10288/D2/T38] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.Trees.TreeController, found 0 (took 0ms)
 2015-10-30 09:43:12,660 [P5272/D2/T1] INFO  Umbraco.Core.CoreBootManager - Umbraco 7.3.0 application starting on HOURIA
 2015-10-30 09:43:13,019 [P5272/D2/T1] INFO  Umbraco.Core.PluginManager - Determining hash of code files on disk
 2015-10-30 09:43:13,045 [P5272/D2/T1] INFO  Umbraco.Core.PluginManager - Hash determined (took 25ms)
 2015-10-30 09:43:13,501 [P5272/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.IApplicationStartupHandler
 2015-10-30 09:43:13,862 [P5272/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.IApplicationStartupHandler, found 0 (took 360ms)
 2015-10-30 09:43:14,152 [P5272/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter
 2015-10-30 09:43:14,154 [P5272/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter, found 0 (took 1ms)
 2015-10-30 09:43:14,154 [P5272/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.PropertyEditors.IPropertyValueConverter
 2015-10-30 09:43:14,157 [P5272/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.PropertyEditors.IPropertyValueConverter, found 0 (took 2ms)
 2015-10-30 09:43:14,187 [P5272/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.Mvc.SurfaceController
 2015-10-30 09:43:14,213 [P5272/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.Mvc.SurfaceController, found 0 (took 25ms)
 2015-10-30 09:43:14,213 [P5272/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.WebApi.UmbracoApiController
